episode,reward,avg_q,avg_target
61,-274.90106189984897,26.56127166748047,-6.494389982163152
62,-106.52965329150821,27.1800537109375,-6.849421553668522
63,-56.49728109440904,26.842973709106445,-6.3615311219142034
64,-381.5568805467385,27.285383224487305,-7.49535838086158
65,-63.51503547119636,28.366273880004883,-7.010455044968562
66,-152.09804751849254,29.434642791748047,-8.240226940104836
67,-229.73795904234225,29.085464477539062,-7.473710391774524
68,-312.6536883545191,29.142045974731445,-7.206560632676789
69,-97.97285549082872,28.37081527709961,-7.737676029993316
70,-24.503048893831803,30.750364303588867,-7.429226504858226
71,-157.87407801799702,29.780458450317383,-7.374335226878314
72,-272.77368164875134,30.428913116455078,-7.1821578092838765
73,-105.37675175342862,33.17613220214844,-7.04676864193036
74,-156.2913175657054,32.35654830932617,-6.601432559133373
75,15.545769687179671,33.857139587402344,-6.139449188452281
76,-159.56353108051823,36.06248092651367,-6.461224633921748
77,-56.89849909579444,38.820796966552734,-5.483819553886887
78,-153.5387180591377,38.020999908447266,-4.677448450354101
79,-17.264712352399243,39.09373092651367,-5.072843223810196
80,-133.6181530394538,41.20396041870117,-4.64739432206025
81,-57.814753514056626,42.0406494140625,-4.813848780071149
82,-74.86760163734881,42.212677001953125,-3.7197574910109603
83,-148.91302193163546,43.58253479003906,-3.3340032009684406
84,-113.38829261050465,47.15318298339844,-3.2085756431274777
85,-149.1987554151491,47.726158142089844,-2.7349065603769342
86,-71.47493229242237,47.40385818481445,-2.9550736375059543
87,260.6942775173161,49.99937438964844,-3.1921799578550716
88,-72.4433729846728,49.03618621826172,-3.4100514143814533
89,-36.821673081920004,51.686885833740234,-3.6193567215431854
90,-54.203695440475265,48.23332977294922,-2.6716810326576232
91,-27.041467692601287,49.370094299316406,-2.0294916034242347
92,-81.50169028307964,49.07804870605469,-1.9552743706156948
93,201.70491254836233,51.07380676269531,-1.6460638810365726
94,-53.41387272409358,49.965980529785156,-0.376183186675988
95,206.3825347133697,51.4773063659668,-0.6438203099558124
96,-8.18778881771871,52.911399841308594,0.7172085623145104
97,189.03677244499764,55.75730514526367,2.4890609265827552
98,20.997349640854683,56.96969223022461,3.2558093608617784
99,-11.597317029167385,54.87138748168945,4.215173278748989
100,-327.7853622069314,55.5667724609375,4.675978884908565
101,-17.56812740295375,55.233543395996094,4.473849866896868
102,-320.94624771654264,57.143646240234375,5.01290135521467
103,-28.38660489423989,54.95206069946289,5.058723057150841
104,-123.50297792673653,56.526580810546875,5.50197844056389
105,-15.957023509426506,54.3457145690918,5.769340670347214
106,-176.59374451551355,56.18361282348633,7.31448806212707
107,275.41780252843535,55.437068939208984,6.5803150838797855
108,-23.99464059977343,55.167720794677734,6.998000337362289
109,-20.13214306452065,53.72679138183594,7.318901402831077
110,9.75391796014799,53.41315460205078,8.592016471892595
111,-8.331635624841471,53.32938003540039,9.563824568152429
112,-325.00343679525514,52.740482330322266,11.02230994967581
113,-9.607271814960146,46.453189849853516,10.263543334901334
114,-19.130110966985747,46.6993522644043,10.838892922282218
115,-12.806060511447127,48.99044418334961,11.04466927319765
116,23.15096012543699,47.8968505859375,12.608878897786141
117,216.5510846774701,44.776100158691406,12.79601988555437
118,-26.633705555257915,44.20703125,14.409136224389076
119,-10.331462299159018,43.08576202392578,15.304586477994919
120,-23.327604791862527,41.57197570800781,16.660245429039
121,10.714111062150632,42.36024856567383,18.39328813290596
122,-64.60828826165375,43.33904266357422,18.756159897773497
123,-103.97087518936183,43.481143951416016,19.558902824134158
124,20.764853023431833,40.983642578125,20.341676829338073
125,-1.3152914581190256,37.75040054321289,22.12930601978302
126,-9.431888169744411,37.7689323425293,22.63152133131027
127,-0.7542236397219813,35.8119010925293,23.513416023254393
128,-14.614262396909163,38.44297409057617,24.014811124801636
129,18.739612677500748,38.6856575012207,26.205189811706543
130,-10.769099176348263,40.020442962646484,28.325536327597536
131,-115.41644096252975,38.60246658325195,27.318788358143397
132,14.037601541494206,36.80085372924805,27.72549386692047
133,-9.183372542192997,34.655853271484375,27.53631844997406
134,7.228065585844773,31.634443283081055,28.47522395324707
135,16.641697281067348,33.848609924316406,28.22987449359894
136,-2.9936147415787335,28.770063400268555,28.976416535377503
137,-12.256686601148118,27.5382080078125,29.26017596721649
138,-4.825666456036271,31.09294891357422,31.348160588264466
139,48.57129063035548,28.548452377319336,32.58820018768311
140,176.8503959730865,26.628190994262695,33.18631491528777
141,-24.671989242161516,30.720796585083008,34.70659787484047
142,176.89040046721308,30.490034103393555,34.73254379284907
143,-35.37268971272323,29.15200424194336,34.97990197773221
144,-351.2538895275246,29.050188064575195,36.096624759359095
145,-17.359966870215302,26.6507625579834,35.99909971809387
146,-349.48858887007145,26.429933547973633,35.90350645317091
147,-257.33213178472306,24.4871826171875,35.72366993156022
148,260.09938354177405,25.249893188476562,36.09877075573239
149,-446.16069197315585,22.70850372314453,35.5879204356587
150,46.766712779158404,21.384666442871094,36.307719066619875
151,-50.30411397492222,24.504348754882812,36.613666031577374
152,239.59347235020806,21.3043270111084,36.30823000972135
153,-361.4007354756453,23.073118209838867,36.901834020730455
154,-24.650562274677284,24.04257583618164,37.218198746089406
155,253.2276133005396,23.60095977783203,37.9416976295441
156,-225.59670823360705,27.18694305419922,38.770806500268364
157,214.96595951897,23.63274383544922,39.2918003075439
158,219.09013464868167,30.633712768554688,40.38749975258682
159,226.14420835743587,33.6939697265625,41.9727642268033
160,188.63245081388408,27.9403076171875,42.69017228020562
161,-8.725442103689076,29.944286346435547,43.0709512667763
162,199.70310513635988,24.804187774658203,43.18291444733669
163,-52.79834695310306,27.606752395629883,44.24118193167227
164,235.3279213636495,28.48797035217285,44.56919967627636
165,200.40836367500867,27.615882873535156,45.25914704909018
166,189.06050359662947,32.76229476928711,45.95560913537381
167,204.6252591984571,30.873394012451172,46.17317220715509
168,30.362542205298496,28.529033660888672,46.775936126708984
169,161.02210115936157,34.30372619628906,46.7115680214345
170,59.07483504109193,37.506736755371094,47.95754978561401
171,3.5951370877568722,36.765689849853516,48.215861736297605
172,-87.58599118209438,36.160133361816406,50.00465692679087
173,-223.45346685688006,34.7267951965332,49.60816576261047
174,220.77323943763326,39.65696716308594,50.17952989095665
175,-263.5192092643937,38.0473747253418,50.84085491554722
176,-300.32096958494276,38.80805969238281,51.47712948582753
177,-159.08680524851468,32.9635009765625,51.94073488046457
178,-168.43038353629447,33.6788444519043,51.719162318441604
179,212.14802188195864,37.144622802734375,51.43317588127527
180,217.90601392683564,35.019371032714844,52.18644244593046
181,235.64568144315845,40.4105339050293,52.81319322847666
182,-92.2760229423372,41.95738220214844,52.95033641840448
183,301.2705695461285,43.2345085144043,53.24921464300775
184,193.00349585625878,43.19510269165039,53.83994648140225
185,233.1997174602116,39.66537857055664,54.394049955874074
186,192.6848140670901,46.57709503173828,53.767645133169076
187,224.27954232758333,47.89103698730469,55.18838154092048
188,270.7380631164403,51.73952102661133,55.17072721672638
189,250.18935041499495,53.5009651184082,55.761972185931626
190,-307.34201079380955,59.38338851928711,55.52196275270902
191,-258.14369931389575,50.8076286315918,55.579313987542776
192,15.448402761630419,58.182456970214844,56.09734270188692
193,260.4322728621079,62.227806091308594,57.00584565581883
194,224.62572598062732,64.51221466064453,56.312094274743814
195,276.5056100789896,65.2961196899414,57.04028378301488
196,240.5529042595153,59.70167922973633,57.60258964710297
197,302.90304538941655,61.9958610534668,57.52549156115369
198,-20.682176711231616,64.14912414550781,56.95763742828369
199,291.85588392712737,67.64047241210938,57.78403463786779
200,-140.38717498303407,69.07218933105469,57.7517842422297
201,281.8344726416998,70.7285385131836,58.653770543556135
202,235.66943415803584,76.62310028076172,59.97791208703834
203,-107.53856010227126,74.87051391601562,60.03790034300892
204,248.60427176161008,76.46696472167969,60.46499778674199
205,226.656141908891,76.06936645507812,60.31171068504675
206,306.2010222349416,75.90190124511719,60.82421609787714
207,233.04182959818408,74.81463623046875,60.87785941434194
208,-186.2883538558487,74.3440933227539,61.53778064650977
209,292.3687385247488,77.36204528808594,61.153413361607335
210,287.05774100865517,76.23975372314453,61.61069481087262
211,-113.67095262799556,74.76441192626953,61.94854255195136
212,220.7371074083975,76.51691436767578,62.07815386941624
213,247.96709577564673,72.46371459960938,62.71931053840951
214,64.61924586200587,75.22843933105469,62.87042728835988
215,-66.70603544993484,71.54412841796875,63.17962777961805
216,241.93208055736775,73.02570343017578,62.32337850205442
217,289.12253777177614,77.22530364990234,63.271250572525155
218,250.9698654403964,74.11429595947266,64.2145130220898
219,229.99977600265527,76.6646957397461,65.1071022814653
220,275.3453893048153,75.83863067626953,65.23893854011344
221,213.41947218801872,80.0263671875,66.60610441828884
222,204.0906915458884,83.79383850097656,67.44101524353027
223,266.40644723615753,85.64482116699219,67.64886172471849
224,224.54082583403726,86.98052978515625,68.50585993457992
225,204.05903763022758,91.11251831054688,69.4975917324698
226,275.63458604758205,90.03296661376953,69.61035935632114
227,131.5893472595131,92.74468994140625,70.27148117991109
228,253.61027119344521,92.6817398071289,71.41471250974215
229,-191.7334543218343,92.5706558227539,70.9262476126353
230,-95.71964092132947,91.2823257446289,71.14141483583312
231,170.38045824672668,96.81207275390625,70.98130531027415
232,-152.9712389257887,92.06845092773438,71.14319144084955
233,-196.72870561322128,96.55004119873047,71.58570423732797
234,-118.09487538860232,95.07425689697266,70.90770100560681
235,304.41486016779726,99.52235412597656,72.34877492359706
236,-33.50593379082636,98.11898803710938,72.33818072657431
237,-100.6124847232751,102.6120376586914,72.45024369167507
238,282.10284207985967,100.18276977539062,73.08083679602535
239,-129.274433515231,104.1386489868164,74.08148590818851
240,267.6728926178992,104.93700408935547,74.16775180661702
241,235.07306452340924,108.2313461303711,74.96180552023428
242,224.19545091291008,110.15995025634766,75.452677370184
243,213.5364284792323,114.9038314819336,76.4525921048013
244,162.08947143746107,119.45710754394531,77.0834607520002
245,227.0921257648165,119.19249725341797,77.69558376041266
246,-176.30223778627487,120.52396392822266,78.88349436097226
247,199.2947946701699,122.23775482177734,79.10657058599341
248,-6.439860565315158,121.6358413696289,79.1665578311717
249,210.68713053054014,123.41914367675781,78.93648624420166
250,15.644629989797536,120.2782974243164,79.7350244419549
251,241.9815741284179,120.24759674072266,79.95929480218268
252,-70.89986535568963,123.45419311523438,81.83995790481568
253,192.96228702833417,123.32238006591797,80.69427395474379
254,261.02748466312005,119.27531433105469,80.39214098635799
255,-70.20680372105971,120.3333511352539,80.84843043863339
256,-127.5494471010839,120.29147338867188,80.45064784205238
257,268.30868736475134,119.62261962890625,80.4334062378982
258,273.36952978323427,121.24585723876953,81.44709708220768
259,-92.9370948853805,122.58394622802734,81.94894817748356
260,216.28484819247785,122.07681274414062,81.7637435913086
261,-34.07069199775137,119.62566375732422,82.38658522075252
262,-79.63419446330771,120.14950561523438,82.51197295188904
263,213.31262182277777,117.74539184570312,81.33312059217884
264,212.47217172301526,118.38825988769531,81.50846890731597
265,-180.42074363756285,121.10385131835938,80.50585011073521
266,279.5957289422364,120.017822265625,81.01620403979825
267,214.95360244840253,120.64813232421875,82.14359352805398
268,-8.959436574753767,124.5000228881836,82.85981787554165
269,-12.61149370929516,122.07230377197266,83.21946042817214
270,252.42594224268606,123.34040069580078,83.23482975103916
271,262.95958696776984,121.98908233642578,83.51693834224565
272,240.44243311718196,120.84972381591797,84.26886743818011
273,254.15835898522496,122.48869323730469,84.51885082410729
274,188.61131606195417,121.36540985107422,84.92329364013672
275,199.3992518347079,120.1850357055664,85.5679149710976
276,230.61916691962807,120.4922103881836,85.18554437507703
277,-137.9748516100412,119.76249694824219,85.44625691534246
278,216.5211486911266,123.20968627929688,85.41370303660057
279,181.73249902343122,119.452880859375,85.69532085529809
280,255.91445784962357,123.4312973022461,85.40186343912306
281,238.08529739795242,117.82504272460938,85.85000359084079
282,222.37455168684187,116.37167358398438,86.14225216636174
283,226.14916329877803,118.67839813232422,86.66715100754139
284,263.0298791473615,115.15293884277344,87.68242894686185
285,-60.87543464974723,115.58702087402344,87.61801283326868
286,266.03413895578944,114.88626861572266,87.4023896188447
287,-80.21687317437292,113.8648452758789,88.56643102553906
288,247.19811999560858,111.05705261230469,88.43328786699959
289,-288.5337201801922,108.86105346679688,87.65151307925537
290,270.21406750867175,102.89433288574219,86.39910541304431
291,251.3312580677359,105.43844604492188,85.77183445355364
292,216.7242625968408,103.30248260498047,86.65887801815765
293,260.0536892170355,100.55308532714844,85.66062648555776
294,264.9353594217908,98.61373138427734,86.375609399975
295,-83.99107697338829,98.37544250488281,87.19655494689941
296,-67.4180043889833,96.88859558105469,86.99864427272647
297,252.07338533200615,96.09194946289062,86.76016688920379
298,-6.922483780957137,94.99351501464844,87.38341455874236
299,205.89590977929646,96.99443054199219,86.72055316087676
300,15.916842370475521,92.49090576171875,86.69608176951846
301,-256.0860728630464,94.00811767578125,86.3693696031059
302,258.47956131294956,88.79185485839844,85.81801087580111
303,-381.0952916648501,90.67469024658203,86.01858879306212
304,262.3827390501839,89.58070373535156,86.6189415923058
305,258.83326163929434,91.53570556640625,85.99667696121635
306,178.27375160484092,87.67353820800781,86.13200204946084
307,219.55215217263574,84.93659210205078,85.78606172100139
308,-162.53291450057498,85.76887512207031,85.32619842039335
309,256.4429637919413,85.0712890625,85.08420099837056
310,28.141933407920504,85.91304016113281,84.88221915823515
311,236.15966251857043,84.2836685180664,84.78190183534727
312,240.72042193489045,84.52925109863281,84.55842336957305
313,11.744132898072138,85.5104751586914,84.49627230520206
314,260.1671190498318,83.91426849365234,84.26539168181243
315,230.72012701892075,82.63713073730469,85.1534655778082
316,285.78578813703973,83.6538314819336,85.02430439258082
317,264.9050101548788,83.30182647705078,84.92204133987427
318,270.1081784230886,86.82267761230469,84.70144728291241
319,278.7197205011384,86.75841522216797,84.72804985330359
320,215.45637826815647,86.52326202392578,84.44492972364273
321,6.692901287886315,87.39584350585938,85.38418054847078
322,-24.264410140486078,85.28069305419922,85.0757605879779
323,225.21506716571506,84.77162170410156,84.87238414792249
324,235.5422942580046,85.46565246582031,84.05421815233301
325,230.17003200492357,88.6207046508789,85.2019952970627
326,-0.952726193021789,84.17764282226562,84.43939652553824
327,262.922780817561,82.695068359375,84.80362218523783
328,1.0315600404338312,82.10160827636719,84.31870682294979
329,-166.507190649532,82.04259490966797,84.79257506683093
330,239.06857923224877,81.73771667480469,84.0196704864502
331,270.2813606040241,81.4809799194336,83.89182906552969
332,-29.236894457814955,82.73100280761719,84.63906404341775
333,241.5218793843914,82.83580780029297,84.20610890377476
334,200.4636939488379,83.73050689697266,84.35398444613895
335,-5.722274090133311,85.6733627319336,84.60966685901988
336,275.91127088087035,81.65262603759766,85.02225026544535
337,-223.69038136138778,80.88529968261719,83.94312858581543
338,231.25486237797736,80.3350830078125,83.46959203961252
339,204.27760094334047,84.31320190429688,83.65164638079315
340,5.861637869291073,86.4064712524414,84.61280606761915
341,258.0567333601165,84.0722427368164,85.23043476451527
342,200.62826918153786,86.40638732910156,85.29525035845046
343,-207.33682431124055,83.89253997802734,84.93576947502468
344,241.55861844432727,84.39306640625,84.62253198004389
345,212.3403665565649,83.35114288330078,84.69327504294259
346,247.82275037320557,81.72484588623047,83.7321217309374
347,-4.264691912719414,85.66883087158203,85.03821818033855
348,257.33317901188747,81.29141235351562,85.83132647523786
349,241.5612216391233,83.27120208740234,86.17048849855415
350,243.94778337725455,80.95515441894531,85.25830119231651
351,191.42322285934722,79.25129699707031,85.24261831239212
352,244.0186956151247,79.3543930053711,85.16957754340054
353,268.52025857076035,80.8797378540039,85.45710491801417
354,270.9792328243185,79.17486572265625,84.79876820121224
355,232.7822877836782,79.59146118164062,84.17515657259071
356,274.3570094310359,78.18494415283203,84.44502962346662
357,191.8184884760405,76.06328582763672,83.62256217562536
358,236.57406078104313,74.45905303955078,84.16801552876939
359,283.4721225017773,76.58751678466797,83.9975873458484
360,278.5455026067041,74.3021469116211,83.57201478222032
361,222.53672981166739,74.60441589355469,83.5868872490482
362,269.36683347167593,76.09273529052734,83.01410002786605
363,277.25376522363877,76.1534652709961,83.42197804431203
364,250.32539932120395,73.77645111083984,83.78621522458597
365,-100.22920584874443,77.20429992675781,83.09167710472556
366,256.11843859304435,73.55384063720703,83.69700980845077
367,256.71949372743626,73.8159408569336,83.44421596334438
368,76.71378044126313,75.84639739990234,83.4136045074463
369,281.13147185220635,74.3441390991211,83.90926883778674
370,212.20787540260085,71.57254028320312,83.4137202518087
371,221.28250412760684,70.7953109741211,83.60777383173064
372,166.66866230997005,70.5102767944336,83.62939997963284
373,235.58181737257704,71.39702606201172,84.59418209445091
374,191.41232557935876,66.64348602294922,85.12427195171978
375,222.8060428501135,68.2042465209961,84.87282508458847
376,197.60149538413094,68.0802230834961,84.78622905915554
377,221.52723399558886,68.20719909667969,84.95423479195101
378,277.2089034843739,66.73080444335938,84.68006481039933
379,261.3689127061386,66.39281463623047,84.83680608813204
380,235.71833948710332,65.97028350830078,84.74674732263009
381,263.41299634930147,68.51165771484375,84.92366397742069
382,31.42230564732975,67.81392669677734,85.42354248509263
383,235.16821825996823,65.0420150756836,85.16264345830538
384,257.96864285998913,65.79988098144531,85.53270869499268
385,250.3688076463776,57.7273063659668,83.20554074605306
386,291.65083136952603,58.192440032958984,83.62958653767903
387,258.08162165783915,57.71011734008789,83.25537154139305
388,299.8279087207218,56.756690979003906,83.29890997935149
389,218.55322522403185,55.89901351928711,83.05063351717862
390,225.52698398020033,61.33726501464844,84.06118317191482
391,287.707634599284,58.01380920410156,84.2968330499249
392,244.36627080762585,58.686805725097656,83.91506653390961
393,287.96318809299066,58.46200180053711,84.11218228876986
394,282.90213254637024,56.90959167480469,84.63692127839299
395,240.95853932756447,55.108333587646484,84.49734698318122
396,273.5570363162284,55.515472412109375,85.2368892322887
397,218.75151282135636,54.869503021240234,84.79628079063014
398,274.2613821475436,54.10733413696289,86.03047670829423
399,250.6034312197636,55.37529373168945,85.78323814627358
400,-20.013469027474315,54.805999755859375,86.07703876495361
401,268.552781757775,54.300071716308594,85.69751323099102
402,276.28186749056147,54.529361724853516,86.07396013463439
403,250.13676614503837,55.313079833984375,86.01076393939078
404,275.3609202629177,57.11713790893555,86.65636125251429
405,281.04048761626325,56.0815544128418,87.11571347886238
406,252.59288489003822,57.81974792480469,87.43846742606458
407,272.0962475949543,54.388492584228516,88.31432375343897
408,257.28204007901013,52.37248229980469,87.9194189745509
409,272.9184466172387,52.4244384765625,88.59142938413117
410,295.97075044884866,49.19972610473633,88.42557017008464
411,-74.24333235809448,48.65094757080078,89.53648154966292
412,270.2006345324525,48.63565444946289,88.92564703748117
413,264.17279427756245,45.691322326660156,90.07416623482908
414,125.1291273523855,45.46910095214844,89.59646266937256
415,279.42381106240043,47.11591720581055,89.15394772016086
416,221.0333073083072,48.043731689453125,88.65450971151135
417,306.9057052884041,45.09748077392578,89.84052741818311
418,253.98663537844243,41.6609001159668,89.5738027724262
419,185.96272474136578,43.175235748291016,89.03772213345482
420,267.2061865253637,39.91512680053711,89.4321819845699
421,240.78293278057367,42.87397003173828,88.7162955381016
422,273.2543285858168,41.58302688598633,89.0268168527572
423,255.97062143741414,42.07209777832031,89.12430519988571
424,267.5666950227313,43.457698822021484,90.68153332301549
425,-146.74106547645607,41.7570915222168,90.48015408153975
426,228.8974278598959,42.957603454589844,91.56683233079718
427,258.2808661565392,48.322235107421875,91.23468082972936
428,248.16137410411375,44.01116180419922,91.15086066204569
429,270.0316175005547,44.257781982421875,91.9439560186083
430,248.4828014799769,43.95869064331055,91.62695637406974
431,275.7710462971153,45.658042907714844,91.28313838817455
432,260.03116982872245,45.97459411621094,91.37637616853813
433,288.9871680313061,47.570472717285156,91.85178146749584
434,252.71184695208441,44.65609359741211,90.81492500823008
435,278.507788177996,48.85182571411133,92.00162784302432
436,249.7797542813839,49.88395690917969,91.6445538520813
437,257.0342035883699,49.229759216308594,92.45674532834533
438,261.2831819864241,50.33831024169922,92.03179201398576
439,-97.76816064517935,46.80984878540039,90.74030224574095
440,271.3842827082416,45.375125885009766,91.55645307671114
441,274.72961656455755,46.91099166870117,91.78902050829309
442,291.14637199465903,46.338165283203125,91.76109672454466
443,257.5495385484384,49.19451141357422,91.1706654710036
444,231.7328371622847,46.634986877441406,91.60701401428607
445,292.48553409609383,48.07804870605469,92.03893104457457
446,255.7241589858124,48.356056213378906,91.85915580681996
447,269.2414097336022,43.948856353759766,92.62297014568163
448,257.69997775896604,49.8096809387207,93.24841599810387
449,268.77976868365096,44.820762634277344,93.81586232316603
450,241.73639820359395,43.93906784057617,94.03314045750818
451,277.871282120592,48.494388580322266,94.67068264173425
452,267.62748372814195,42.93537902832031,95.10433741630392
453,281.56259533262244,48.3187370300293,96.42503867562361
454,-184.06635112320564,51.2722053527832,96.4188580530596
455,215.27811797018356,49.91397476196289,95.89336159995999
456,247.97913456249594,51.712303161621094,96.75369951036241
457,239.30147664600827,48.21918869018555,96.1568171989627
458,285.8397578214109,48.445213317871094,95.12900882297092
459,286.6431292738404,52.53074264526367,95.16635285012971
460,286.01558410209594,50.994239807128906,95.16761278584056
461,244.15947439643938,50.478336334228516,94.42064480467714
462,204.8199642598223,55.68354415893555,93.87037967177773
463,238.04398410113959,51.747947692871094,93.5264944082555
464,285.10289445658947,52.01789855957031,93.44737502331385
465,15.361652227803159,47.66537094116211,92.05719221496582
466,277.9535798783477,49.6954345703125,92.02469902364616
467,227.96876619863156,50.9975471496582,92.25751219124629
468,283.3352252354978,50.60724639892578,92.25144357939024
469,253.1901813589171,51.739173889160156,91.54822588282705
470,201.50044879955988,54.65214920043945,91.74559794193556
471,230.18975696398476,56.699134826660156,91.98160465704999
472,51.801161627092114,56.34626007080078,92.70888747178115
473,290.2645011007303,56.52471160888672,92.17573407117058
474,270.9116603175948,55.126766204833984,92.08884293051327
475,203.13356611474603,55.059410095214844,92.09479029874623
476,274.37786946179324,57.54303741455078,91.50565830558291
477,246.34231053186795,57.238895416259766,91.5028990845182
478,222.3248986437139,54.20687484741211,91.3308227354232
479,103.94263238640822,55.49201202392578,90.28143106079102
480,196.10063618106028,59.70033264160156,89.40465567297969
481,218.04605151297193,62.84748840332031,89.36520168671548
482,282.9877926817491,65.42170715332031,89.6032903542298
483,282.30155597928854,64.86160278320312,89.58010838031768
484,239.08702545083727,64.24800109863281,88.82869143052535
485,294.81123848667704,66.129638671875,88.53315165157402
486,261.26417729339494,65.92440795898438,88.26512548984626
487,249.4110708784948,66.61248779296875,88.40985639062941
488,262.5458115083364,70.64842987060547,88.04941987537202
489,208.42484043199542,69.1208267211914,87.79362963815021
490,273.5689352392628,72.1458511352539,87.83342613893397
491,294.74245892065755,70.28738403320312,87.12102997723748
492,295.31989678492585,67.76786041259766,87.48152138038918
493,216.53616273036346,70.69441223144531,87.31493394092847
494,244.66025390584892,70.49252319335938,88.00832733247623
495,289.39932640406533,72.06694030761719,88.07319739012591
496,300.71603765341257,72.10488891601562,87.6711089948541
497,215.26419863498322,71.71258544921875,87.18250642709397
498,203.59130574002901,75.7162857055664,86.83301208627257
499,249.17705978172577,73.24082946777344,86.83304859436664
500,242.97649187422786,76.87279510498047,86.79489260864258
501,243.7129240333702,78.27240753173828,87.01083553930557
502,262.6338234262458,74.09062194824219,86.60110688209534
503,310.101278685653,78.46145629882812,86.52886702593635
504,243.03220960374668,79.59329986572266,86.8812325857218
505,261.9345682966727,79.32125854492188,87.01051891326904
506,296.01707604419084,79.23018646240234,87.38091591758595
507,15.148702601065224,81.68983459472656,87.37766381968622
508,252.7977915162067,74.9088363647461,86.98623120695575
509,255.03217139229042,78.83533477783203,87.30518479780717
510,274.8212582666091,82.30879974365234,87.6912830663853
511,289.35138182129094,80.73181915283203,87.9280195756392
512,257.7060240793188,84.09973907470703,88.71068668764505
513,257.43225029206667,83.6181869506836,88.3692803106713
514,235.0735228375182,86.08112335205078,88.81225164896225
515,-114.53569858487455,86.52993774414062,89.5751246770223
516,296.2477754327673,89.21598815917969,89.23575182233537
517,213.52151371913462,89.26252746582031,89.34374096629384
518,229.35834061421912,87.29927825927734,89.76045762247114
519,260.0747445669116,89.10124969482422,89.03310990767045
520,-8.714830125263859,87.1836929321289,89.96227088341347
521,228.976635102452,87.807373046875,89.52238599361216
522,-146.94047008344114,86.20235443115234,89.86154766082764
523,6.85329771524556,88.53787994384766,90.1897825569942
524,243.3640526974379,88.31864929199219,89.66687648436603
